Ticker,Description,Open,High,Low,Price,Volume,Volume*Price,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,1-Year Beta,Volatility,Sector,Industry,Market Capitalization,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern,Country,Exchange
JG,Aurora Mobile Limited,0.1407,0.1576,0.1407,0.156,309681,48310.236,0.0089,6.05030591,6.05030591,-13.28515842,-18.87675507,-17.46031746,-32.17391304,-74.83870968,-83.04347826,-75.05596418,0.36007857,12.01137171,Technology Services,Data Processing Services,17593077,0.1703526,0.21524506,0.26298576,0.47712357,33.05972765,0.0153875,0.14016493,0.20054027,Bullish Engulfing,China,NASDAQ
AGIL,"AgileThought, Inc.",0.1413,0.1994,0.1408,0.147,9179344,1349363.568,0.0055,3.8869258,3.8869258,-30.5621162,9.53800298,-73.85272145,-81.625,-95.73913043,-96.22107969,-96.49164678,0.6385733,41.61931818,Technology Services,Information Technology Services,7703442.02120141,0.194765,0.54150382,0.74565541,2.25945271,33.35157848,0.06778103,0.06446167,0.32506833,Long Upper Shadow,United States,NASDAQ
AKU,Akumin Inc.,0.1428,0.145,0.1351,0.1386,151667,21021.0462,-0.0014,-1,-1,-1.84135977,-1.77179305,-4.74226804,-52.04152249,-82.675,-93.78475336,-81.27027027,0.68405384,7.32790526,Health Services,Medical/Nursing Services,12612391.33,0.14439,0.161462,0.274173,0.587901,43.96247245,0.01860537,0.12269337,0.16608663,,United States,NASDAQ
MTNB,"Matinas Biopharma Holdings, Inc.",0.1428,0.15,0.1401,0.147,741506,109001.382,0.0169,12.99000769,12.99000769,-18.33333333,-2,-8.125,-64.6294514,-65.16587678,-79.00299957,-72.26415094,1.510167,14.2041399,Health Technology,Pharmaceuticals: Major,31937884.3812452,0.168525,0.257924,0.348712,0.43550241,34.55051867,0.02300589,0.13589545,0.20115455,,United States,NYSE ARCA
CPHI,"China Pharma Holdings, Inc.",0.145,0.152299,0.1406,0.1421,293179,41660.7359,-0.0069,-4.63087248,-4.63087248,-11.1875,0.07042254,-40.29411765,-62.49670098,-60.40679855,-91.64117647,-86.41491396,1.5067188,8.32076814,Health Technology,Pharmaceuticals: Major,1624600.68926175,0.18598995,0.25336034,0.30220716,0.55986618,31.30708923,0.03396673,0.09242536,0.27955454,,China,NYSE ARCA
ZVSA,"ZyVersa Therapeutics, Inc.",0.1471,0.148,0.13,0.1321,4321363,570852.0523,-0.0169,-11.34228188,-11.34228188,-7.10267229,1.69361047,-14.77419355,-57.38709677,-91.84567901,-98.67236181,-92.18343195,1.7070098,14.61538462,Health Technology,Pharmaceuticals: Major,4807672.22416107,0.14259,0.170506,0.28060135,1.64922367,43.38254604,0.02402937,0.10995916,0.17522084,,United States,NASDAQ
ARAV,"Aravive, Inc.",0.1502,0.17,0.1499,0.154,5410383,833198.982,-0.006,-3.75,-3.75,3.3557047,10,-25.96153846,-90.25316456,-93.60995851,-84.75247525,-88.15384615,0.7861014,13.40893929,Health Technology,Biotechnology,11328647.1375,0.14586,0.660838,1.105419,1.4350345,29.07078329,0.0406812,0.10642882,0.18529118,Long Upper Shadow,United States,NASDAQ
LIFW,"MSP Recovery, Inc.",0.1546,0.1752,0.115,0.1222,66365514,8109865.8108,-0.0658,-35,-35,72.11267606,68.78453039,8.14159292,-73.65811597,-85.62352941,-91.45454545,-92.97701149,-0.07601149,63.47826087,Finance,Insurance Brokers/Services,420253367.3,0.079725,0.152602,0.321222,0.7180435,52.86274255,0.03086806,0.02219553,0.13725447,,United States,NASDAQ
AWIN,AERWINS Technologies Inc.,0.1551,0.1799,0.1401,0.165,9636702,1590055.83,-0.0278,-14.41908714,-14.41908714,-17.5,26.92307692,-23.71705964,-61.62790698,-80.09650181,-98.38076546,-98.4270734,1.1186569,37.61598858,Electronic Technology,Aerospace & Defense,10343555.60165975,0.18564,0.26172534,0.39953217,2.9306606,41.91787959,0.04126786,0.10009987,0.27118013,Spinning Top White,United States,NASDAQ
SPRC,SciSparc Ltd.,0.1565,0.1586,0.148,0.148,245898,36392.904,-0.01,-6.32911392,-6.32911392,-7.5,3.27983252,-14.20289855,-72.0754717,-73.57142857,-80.77922078,-81.26582278,0.98332846,7.16216216,Health Technology,Pharmaceuticals: Major,1908953.64556962,0.15566,0.31921316,0.46482658,0.61711244,28.76881201,0.02423464,0.13896564,0.17235436,,Israel,NASDAQ
REE,REE Automotive Ltd.,0.16,0.1735,0.152,0.172,1295545,222833.74,0.022,14.66666667,14.66666667,-12.69035533,14.66666667,-6.52173913,-59.01834644,-42.66666667,-85.04347826,-56.90303182,2.6086068,15.46052632,Producer Manufacturing,Auto Parts: OEM,56767559.97333334,0.18147,0.26206,0.3142,0.3645535,39.36378486,0.0220218,0.13956577,0.22337423,,Israel,NASDAQ
IFBD,"Infobird Co., Ltd",0.16,0.16,0.1311,0.142,2025557,287629.094,-0.0118,-7.67230169,-7.67230169,-45.38461538,-19.31818182,-50.38434661,-90.20689655,-95.01754386,-97.95683453,-95.26666667,1.6091417,22.04424104,Technology Services,Packaged Software,19499941.33940182,0.21252495,0.54970798,0.99644499,2.47014127,21.1049906,0.06277247,0.12350728,0.30154262,,China,NASDAQ
ZOM,Zomedica Corp.,0.1652,0.1741,0.1652,0.1735,3335826,578765.811,0.0127,7.89800995,7.89800995,-6.21621622,-3.61111111,-9.16230366,-14.10891089,-18.46804511,-28.30578512,3.27380952,1.6360266,8.05084746,Health Technology,Pharmaceuticals: Major,170021268.89303482,0.18165,0.198,0.199519,0.212532,40.51237651,0.00750646,0.16732946,0.19597054,,United States,NYSE ARCA
GLG,"TD Holdings, Inc.",0.1668,0.17,0.1566,0.1619,5770635,934265.8065,-0.0091,-5.32163743,-5.32163743,-21.40776699,-2.41109102,-67.62,-73.01666667,-85.14678899,-84.86915888,-85.67256637,-0.53986174,9.1954023,Distribution Services,Wholesale Distributors,29855568.09590643,0.36248,0.447688,0.55243889,0.82401995,35.70543081,0.07434376,-0.2150119,0.9399719,,China,NASDAQ
EZGO,EZGO Technologies Ltd.,0.17,0.1715,0.1463,0.1498,27857075,4172989.835,-0.0186,-11.04513064,-11.04513064,-93.91056911,-43.38624339,-94.008,-91.58426966,-86.5045045,-74.02894611,-76.95384615,2.1542356,17.22488038,Consumer Services,Movies/Entertainment,11395655.16270784,1.37192,1.809468,1.699933,1.40594174,20.54800747,0.22729108,-0.7368521,3.4806921,,China,NASDAQ
CISO,"CISO Global, Inc.",0.17,0.17,0.1563,0.158,231620,36595.96,-0.0158,-9.09090909,-9.09090909,-8.13953488,4.22163588,5.33333333,-21.62698413,-53.115727,-93.03964758,-93.65461847,0.61808664,11.19641715,Technology Services,Information Technology Services,28125010.90909091,0.163275,0.180512,0.195375,0.7647875,44.37702871,0.01631002,0.14923251,0.17731749,,United States,NASDAQ
CMND,Clearmind Medicine Inc.,0.1709,0.19,0.17,0.1766,1327702,234472.1732,-0.0029,-1.61559889,-1.61559889,-54.85685072,-56.54527559,-55.29113924,-66.62887377,-93.82517483,-97.37904423,-94.41139241,-0.3724142,11.76470588,Health Technology,Pharmaceuticals: Major,986823.8464,0.381985,0.41407454,0.48638899,1.756132,23.87475711,0.05457698,0.20549605,0.55847395,,Canada,NASDAQ
SIDU,"Sidus Space, Inc.",0.1717,0.1924,0.17,0.1856,4994028,926891.5968,0.0106,6.05714286,6.05714286,27.7357192,30.98094566,33.52517986,-13.06791569,-69.51379763,-92.03433476,-83.57522124,1.0773077,13.17647059,Electronic Technology,Telecommunications Equipment,13551593.54514286,0.14778,0.16122934,0.18788567,0.52152058,68.2010446,0.01661377,0.11798164,0.17757836,,United States,NASDAQ
XWEL,"XWELL, Inc.",0.1736,0.174,0.1685,0.1701,100838,17152.5438,-0.0099,-5.5,-5.5,-5.5,5.71783717,-14.95,-33.5546875,-55.72618428,-82.81818182,-51.4,0.9293937,6.82492582,Consumer Services,Other Consumer Services,14201252.1,0.189,0.229786,0.236218,0.3202795,36.06203279,0.02170387,0.15783675,0.22016325,,United States,NASDAQ
VCNX,"Vaccinex, Inc.",0.1788,0.2,0.1575,0.1742,2467649,429864.4558,-0.0097,-5.27460576,-5.27460576,-14.18719212,-17.04761905,-16.6507177,-54.15789474,-56.34085213,-77.88079756,-71.90322581,1.7574044,26.98412698,Health Technology,Biotechnology,12033940.60685155,0.210935,0.254598,0.3218065,0.42922215,29.01833883,0.02410971,0.18091579,0.24095421,Spinning Top Black,United States,NASDAQ
TNON,"Tenon Medical, Inc.",0.179,0.1848,0.172,0.18,629287,113271.66,-0.01,-5.26315789,-5.26315789,-36.84210526,-3.43347639,-14.28571429,-41.93548387,-90.67357513,-90.72164948,-89.38053097,0.49104965,10.46511628,Health Services,Medical/Nursing Services,4070314.42105263,0.24723005,0.26713602,0.67756301,1.29260651,34.85788164,0.0405202,0.15815232,0.33630778,Spinning Top White,United States,NASDAQ
AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two",0.181,0.185621,0.175,0.185,102725,19004.125,-0.0045,-2.37467018,-2.37467018,-4.14507772,-3.09062336,-1.59574468,-19.56521739,-32.72727273,-55.92089588,-39.3442623,-0.3466589,8.28571429,Consumer Services,Other Consumer Services,4939083,0.1923384,0.20384664,0.21926593,0.27292748,41.23416574,0.01495945,0.18504952,0.19962728,,United States,NYSE ARCA
NXU,"Nxu, Inc.",0.1845,0.1845,0.17,0.1713,356920,61140.396,0.0031,1.843044,1.843044,-14.35,-4.88617435,-12.15384615,-71.45,-75.52857143,-99.43108602,-94.646875,1.7855392,9.58823529,Producer Manufacturing,Electrical Products,6236929.3635,0.193655,0.352194,0.443897,1.659889,28.32170274,0.02317071,0.16229123,0.22501877,,United States,NASDAQ
SASI,"Sigma Additive Solutions, Inc.",0.1866,0.1914,0.1778,0.181,243086,43998.566,0.0036,2.02931229,2.02931229,-20.5792014,-21.64502165,-20.8223972,-53.44650206,-65.8490566,-81.68016194,-55.85365854,1.2824079,7.87401575,Technology Services,Packaged Software,1949860.76099211,0.21524545,0.2530782,0.31183858,0.41974486,39.860192,0.03913949,0.16901296,0.26147794,,United States,NASDAQ
FAZE,FaZe Holdings Inc.,0.1875,0.1988,0.18,0.1858,418760,77805.608,0.0053,2.93628809,2.93628809,-29.88679245,-16.86800895,-39.12188729,-61.37214137,-62.08163265,-98.62573964,-90.16931217,1.584987,10.44444444,Consumer Services,Movies/Entertainment,14182056.35567867,0.239245,0.324382,0.41537802,0.73135201,25.67485792,0.03045467,0.16167198,0.31681802,,United States,NASDAQ
BRQS,"Borqs Technologies, Inc.",0.188,0.1889,0.1824,0.1839,387697,71297.4783,-0.0041,-2.18085106,-2.18085106,21.74776564,18.41596909,14.9375,-12.42857143,-21.07296137,-81.40546006,-16.74966048,1.4918497,3.56359649,Technology Services,Information Technology Services,32252954.24202128,0.1632725,0.17419002,0.19301052,0.23397367,60.99526965,0.01280715,0.13700382,0.18954118,,Hong Kong,NASDAQ
DSS,"DSS, Inc.",0.189,0.2,0.189,0.198,111519,22080.762,0.0166,9.15104741,9.15104741,1.53846154,-3.41463415,-11.17092867,-20.8,-1.04947526,-36.12903226,23.21095208,1.7023635,9.84126984,Commercial Services,Commercial Printing/Forms,27772321.55457552,0.207155,0.243189,0.23976851,0.2291905,41.00953489,0.02056178,0.18495955,0.22935045,,United States,NYSE ARCA
UTRS,"Minerva Surgical, Inc.",0.19,0.2008,0.1805,0.2008,123057,24709.8456,0.0008,0.4,0.4,-1.56862745,-4.28979981,-8.68576626,-34.16393443,-8.72727273,-82.53913043,-10.79520213,1.8542966,11.2465374,Health Technology,Medical Specialties,35653484.75600001,0.20733,0.230926,0.23861941,0.25513146,41.70496493,0.01676149,0.18757499,0.22708501,,United States,NASDAQ
UAVS,"AgEagle Aerial Systems, Inc.",0.2,0.205,0.197,0.1981,1111725,220232.7225,0.0081,4.26315789,4.26315789,18.41004184,12.87749288,8.96589659,-28.74100719,-45.29135598,-64.625,-44.80356645,2.1484811,7.6142132,Electronic Technology,Aerospace & Defense,21690242.16947368,0.17801995,0.20801398,0.26677899,0.34613049,52.70786353,0.01738414,0.15031302,0.20572688,,United States,NYSE ARCA
GRTX,"Galera Therapeutics, Inc.",0.2017,0.2017,0.1886,0.1907,2264668,431872.1876,0.0021,1.11346766,1.11346766,-9.19047619,-5.82716049,-17.08695652,-93.98422713,-90.83173077,-89.63586957,-87.45394737,2.5443945,6.94591729,Health Technology,Pharmaceuticals: Major,8377196.19406151,0.20618,1.296792,2.177246,2.1197,16.70990218,0.05977702,0.18571329,0.22664671,,United States,NASDAQ
ICU,SeaStar Medical Holding Corporation,0.2042,0.2198,0.1901,0.2072,149179,30909.8888,-0.0088,-4.07407407,-4.07407407,-21.03658537,4.12060302,-31.1627907,-61.98165138,-89.74257426,-97.97853659,-94.70442406,2.7221184,15.62335613,Health Technology,Medical Specialties,4029205.44444444,0.23235505,0.37629602,0.62518651,2.01088775,35.52991529,0.04036727,0.1743609,0.2903492,Spinning Top White,United States,NASDAQ
VEDU,Visionary Education Technology Holdings Group Inc.,0.2073,0.2073,0.1928,0.2027,233615,47353.7605,-0.0053,-2.54807692,-2.54807692,-25.47794118,-2.36030829,-3.56803045,-60.94412331,-80.19927713,-82.33705124,-48.02564103,1.7529054,7.88381743,Consumer Services,Other Consumer Services,7955975,0.227185,0.29701996,0.41726099,0.59085154,40.3375276,0.03362916,0.17334549,0.28102451,Hammer,Canada,NASDAQ
JWEL,Jowell Global Ltd.,0.2095,0.22,0.197,0.208,105597,21964.176,-0.012,-5.45454545,-5.45454545,-0.95238095,4,-4.58715596,0.48309179,-21.21212121,-90.95652174,-48.32298137,-0.32791403,11.6751269,Distribution Services,Medical Distributors,7097909.23636364,0.206,0.2072096,0.22288142,0.31723027,50.49669748,0.01472227,0.19397719,0.21802281,Spinning Top Black,China,NASDAQ
MMAT,Meta Materials Inc.,0.2145,0.2164,0.2058,0.2101,2719403,571346.5703,-0.001,-0.47370914,-0.47370914,-8.73153779,-3.62385321,-0.52083333,-4.67332123,-63.43543334,-74.68979641,-82.34453782,-0.20648703,5.15063168,Electronic Technology,Semiconductors,100272570.8346755,0.223165,0.222752,0.218343,0.5351805,42.61442207,0.01492896,0.20567257,0.24065743,,Canada,NASDAQ
PBTS,"Powerbridge Technologies Co., Ltd.",0.2148,0.219201,0.2089,0.218,338642,73823.956,0.0093,4.45615716,4.45615716,-18.04511278,1.16009281,23.86363636,-85.27027027,-93.15150259,-99.48877414,-93.04654477,2.278417,5.02680708,Technology Services,Packaged Software,3408278.01629133,0.225605,0.266508,0.93029109,2.0202491,41.48508202,0.03467257,0.18837101,0.26283899,,China,NASDAQ
LIDR,"AEye, Inc.",0.2149,0.218799,0.2,0.2,1069558,213911.6,-0.02,-9.09090909,-9.09090909,-23.07692308,-13.45737776,-21.66079123,0,-50.38451997,-85.50724638,-61.53846154,1.9397234,10,Electronic Technology,Semiconductors,36961755.45454546,0.254195,0.28529,0.238323,0.4010235,34.95884474,0.03262477,0.21385527,0.29453473,,United States,NASDAQ
VQS,VIQ Solutions Inc.,0.2155,0.22,0.2055,0.22,10974,2414.28,0.0147,7.16025329,7.16025329,-18.51851852,-10.20408163,-13.69164378,-27.00729927,-38.88888889,-69.44444444,-18.21561338,0.6487514,7.15328467,Technology Services,Packaged Software,8960922.14285714,0.2489875,0.28650102,0.2859825,0.3044835,37.71062677,0.02467378,0.21258767,0.28538733,"Bullish Harami, Hammer",Canada,NASDAQ
TMPO,"Tempo Automation Holdings, Inc.",0.2161,0.2294,0.2153,0.216,105671,22824.936,0.002,0.93457944,0.93457944,-10.74380165,2.85714286,-20,-47.30422054,-80.71428571,-97.88235294,-73.65853659,1.1980143,7.15281003,Electronic Technology,Electronic Components,6643806.72897196,0.23826,0.277626,0.30797897,0.81364648,37.15880342,0.02600611,0.20074646,0.27577354,Long Upper Shadow,United States,NASDAQ
AMTI,Applied Molecular Transport Inc.,0.2163,0.259899,0.1932,0.2136,1052518,224817.8448,0.0106,5.22167488,5.22167488,-2.06327373,6.8,-18.75237733,-28.8,-43.78947368,-83.56923077,-47.90243902,0.33600608,34.52329193,Health Technology,Biotechnology,8422072.27980295,0.23491,0.27854,0.280461,0.428911,42.97255714,0.04271901,0.16194308,0.30787692,,United States,NASDAQ
PRSO,Peraso Inc.,0.2182,0.228,0.211,0.224,202912,45452.288,-0.001,-0.44444444,-0.44444444,-25.20868114,-17.91865152,-25.58139535,-65.44809502,-62.66666667,-89.01960784,-68.45070423,1.0756643,8.05687204,Electronic Technology,Semiconductors,5026338.98666667,0.28671,0.348417,0.4248315,0.6016825,25.71292261,0.04133223,0.21886789,0.35455211,,United States,NASDAQ
UFAB,"Unique Fabricating, Inc.",0.219,0.247,0.2094,0.227,1482276,336476.652,0.014,6.57276995,6.57276995,17.01030928,7.63394974,-1.98618307,-2.90846878,17.01030928,-68.84863455,-59.46428571,3.529481,17.95606495,Producer Manufacturing,Auto Parts: OEM,2663424.03755869,0.214165,0.22561342,0.22554692,0.33494771,52.43183602,0.03113494,0.18594173,0.24238827,,United States,NYSE ARCA
OTLK,"Outlook Therapeutics, Inc.",0.22,0.2211,0.2111,0.2123,2770769,588234.2587,-0.0028,-1.30172013,-1.30172013,-6.88596491,0.61611374,-84.83571429,-88.46195652,-80.52293578,-81.53913043,-80.34259259,0.6976298,4.73709143,Health Technology,Pharmaceuticals: Major,55250019.91538819,0.5932,1.21978,1.34924,1.216407,20.47584911,0.09024288,-0.41768933,1.60408933,,United States,NASDAQ
SFR,"Appreciate Holdings, Inc.",0.2208,0.23,0.22,0.2211,142418,31488.6198,-0.001,-0.45024764,-0.45024764,-22.42105263,-15.99544073,-23.57414449,-38.11922754,-66.7518797,-97.77116935,-84.20714286,0.24971704,4.54545455,Finance,Real Estate Development,10669672.77352544,0.274475,0.291046,0.34605248,0.98442823,30.83393652,0.03094499,0.22144042,0.32750958,Long Upper Shadow,United States,NASDAQ
IMTE,Integrated Media Technology Limited,0.2226,0.23,0.2111,0.226652,50316,11404.222032,-0.003348,-1.45565217,-1.45565217,-16.53274215,-9.3392,-24.19665552,-52.03132275,-53.46910285,-84.03859155,-68.0771831,1.3826971,8.95310279,Electronic Technology,Electronic Production Equipment,4688933.21648696,0.2616049,0.27759502,0.36985722,0.49394085,30.025517,0.01887462,0.22026041,0.30294939,,Malaysia,NASDAQ
