Ticker,Description,Open,High,Low,Price,Volume,Volume*Price,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,1-Year Beta,Volatility,Sector,Industry,Market Capitalization,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern,Country,Exchange
IFBD,"Infobird Co., Ltd",0.1311,0.1438,0.1212,0.1438,3734537,537026.4206,0.0018,1.26760563,-6.50195059,-44.69230769,-8.81420419,-49.75541579,-90.53947368,-95.04137931,-97.78752212,-95.20666667,1.6091417,18.64686469,Technology Services,Packaged Software,19747124.36338029,0.20596995,0.53058398,0.98057799,2.45236027,21.56534878,0.059903,0.11698249,0.29495741,,China,NASDAQ
SISI,"Shineco, Inc.",0.1344,0.145,0.1244,0.138,2132376,294267.888,0.0097,7.5604053,-0.36101083,2.22222222,13.95540875,-25.44570502,-69.71027217,-78.10566397,-85.92554819,-94.17721519,-3.0548258,16.55948553,Process Industries,Agricultural Commodities/Milling,2933357.25643024,0.14104745,0.19681616,0.33930008,0.73765947,41.17198982,0.023511,0.10335444,0.17874046,,China,NASDAQ
BTTR,Better Choice Company Inc.,0.135,0.1595,0.1291,0.135,866093,116922.555,0,0,0.14836795,-29.31937173,3.84615385,-26.74986435,-48.07692308,-62.5,-92.5,-73.61735392,2.6254256,23.54763749,Retail Trade,Specialty Stores,4330955,0.164365,0.205234,0.25807452,0.4204362,33.82915674,0.02640375,0.10520555,0.22352445,Long Upper Shadow,United States,NYSE ARCA
AAU,"Almaden Minerals, Ltd.",0.1369,0.1369,0.1208,0.1301,251511,32721.5811,0.000099,0.07615326,0.07692308,8.41666667,5.77235772,7.6986755,1.640625,-35.27363184,-38.48699764,-47.00610998,0.6975593,13.32781457,Non-Energy Minerals,Precious Metals,17852504.90529412,0.124345,0.13557202,0.12978201,0.17301031,54.39978928,0.00819649,0.11750252,0.13118748,,Canada,NYSE ARCA
ZVSA,"ZyVersa Therapeutics, Inc.",0.1378,0.141,0.1292,0.1355,3493048,473308.004,0.0034,2.57380772,-9.06040268,-4.7116737,22.73550725,-12.58064516,-54.68227425,-93.12182741,-98.64092277,-91.98224852,1.7070098,9.13312693,Health Technology,Pharmaceuticals: Major,4931412.2331567,0.14124,0.167816,0.27697635,1.59910118,44.6001168,0.02315584,0.1098035,0.1726765,,United States,NASDAQ
INPX,Inpixon,0.1399,0.143,0.135,0.138,1221791,168607.158,-0.006,-4.16666667,-1.56918688,-15.44117647,-5.34979424,-22.38470191,-31,-64.61538462,-98.62275449,-92.06896552,2.205886,6.66666667,Technology Services,Information Technology Services,9941995.33333334,0.15423,0.172606,0.203528,0.6729465,39.40238365,0.01759994,0.12540639,0.18305361,Spinning Top Black,United States,NASDAQ
CPHI,"China Pharma Holdings, Inc.",0.14,0.1633,0.14,0.144,3327532,479164.608,0.0019,1.33708656,-3.3557047,-10,-3.09555855,-39.49579832,-60.96503117,-57.7092511,-90.71566731,-86.2332696,1.5067188,16.64285714,Health Technology,Pharmaceuticals: Major,1646323.3216045,0.17928995,0.24920034,0.30057516,0.55455118,32.21808891,0.03320482,0.09423565,0.26434425,"Inverted Hammer, Long Upper Shadow",China,NYSE ARCA
CNXA,Connexa Sports Technologies Inc.,0.141,0.2675,0.126,0.1969,445411704,87701564.5176,0.1212,160.10568032,121.23595506,101.94871795,107.26315789,64.08333333,4.62274176,20.35452323,-66.35338346,-21.24,1.1932071,152.22222222,Process Industries,Containers/Packaging,1828044,0.09627,0.120414,0.15420801,0.18230761,73.73750781,0.02966734,0.04859268,0.14394732,,United States,NASDAQ
AKU,Akumin Inc.,0.14125,0.2489,0.14125,0.1547,14669357,2269349.5279,0.0161,11.61616162,10.5,9.56090652,14.76261128,6.32302405,-41.49016641,-80.6625,-92.45365854,-79.09459459,0.68405384,78.08849558,Health Services,Medical/Nursing Services,14077466.32157895,0.145125,0.161296,0.269221,0.5834245,52.05415947,0.02515498,0.12307988,0.16717012,Long Upper Shadow,United States,NASDAQ
AGIL,"AgileThought, Inc.",0.1417,0.1725,0.1327,0.1682,5882430,989424.726,0.0212,14.42176871,18.86925795,-20.54794521,-0.41444642,-70.08182142,-78.43589744,-95.05294118,-96.17727273,-95.98568019,0.6385733,29.9924642,Technology Services,Information Technology Services,8814414.5877551,0.187825,0.52926782,0.73183741,2.24004371,36.2608684,0.06578238,0.06779124,0.30785876,,United States,NASDAQ
MTNB,"Matinas Biopharma Holdings, Inc.",0.142,0.147,0.1335,0.1371,543763,74549.9073,-0.0099,-6.73469388,5.38047656,-23.83333333,-8.6,-14.3125,-62.94594595,-67.61544821,-79.83823529,-74.13207547,1.510167,10.11235955,Health Technology,Pharmaceuticals: Major,29786966.21428572,0.16718,0.253724,0.343885,0.43288791,32.27860356,0.0223269,0.13181247,0.20254753,,United States,NYSE ARCA
EZGO,EZGO Technologies Ltd.,0.146,0.164,0.135,0.162,27936134,4525653.708,0.0122,8.14419226,-3.80047506,-93.41463415,-31.78947368,-93.52,-90.41420118,-88.67132867,-70.1986755,-75.07692308,2.1542356,21.48148148,Consumer Services,Movies/Entertainment,12323739.05206943,1.24952,1.773908,1.685903,1.40477674,21.06635956,0.21312743,-0.84170108,3.34074108,,China,NASDAQ
AWIN,AERWINS Technologies Inc.,0.1461,0.1599,0.1302,0.15,2385422,357813.3,-0.015,-9.09090909,-22.19917012,-25,19.42675159,-30.6518724,-62.5,-81.01265823,-98.5279686,-98.57006673,1.1186569,26.7281106,Electronic Technology,Aerospace & Defense,9403232.72727273,0.18083,0.25525534,0.39237917,2.8802606,39.0558359,0.04080587,0.09870139,0.26295861,,United States,NASDAQ
JG,Aurora Mobile Limited,0.147,0.1699,0.147,0.1505,478897,72073.9985,-0.0055,-3.52564103,2.31135282,-16.34241245,-5.64263323,-20.37037037,-33.11111111,-75.72580645,-81.87183811,-75.93540134,0.36007857,15.57823129,Technology Services,Data Processing Services,18657512,0.1686626,0.21263006,0.26032676,0.47350607,30.72256216,0.01592411,0.1380066,0.1993186,"Inverted Hammer, Long Upper Shadow",China,NASDAQ
SPRC,SciSparc Ltd.,0.1499,0.153999,0.1453,0.1471,215738,31735.0598,-0.0009,-0.60810811,-6.89873418,-8.0625,-8.63354037,-14.72463768,-72.75925926,-71.15686275,-84.01086957,-81.37974684,0.98332846,5.98692361,Health Technology,Pharmaceuticals: Major,1897345.49594595,0.154035,0.31115116,0.45917258,0.61254794,28.57183395,0.02312496,0.141067,0.167003,,Israel,NASDAQ
CISO,"CISO Global, Inc.",0.154,0.1684,0.154,0.1663,279064,46408.3432,0.0083,5.25316456,-4.31530495,-3.31395349,5.38656527,10.86666667,-14.71794872,-48.06371018,-93.07083333,-93.32128514,0.61808664,9.35064935,Technology Services,Information Technology Services,29602464.10949368,0.163265,0.179854,0.194947,0.750269,49.06394971,0.01617359,0.14923143,0.17729857,,United States,NASDAQ
ARAV,"Aravive, Inc.",0.157,0.1629,0.1531,0.1567,1772182,277700.9194,0.0027,1.75324675,-2.0625,5.16778523,11.29261364,-24.66346154,-89.95512821,-93.27467811,-84.48514851,-87.94615385,0.7861014,6.40104507,Health Technology,Biotechnology,11527266.13571429,0.143445,0.633972,1.091686,1.429118,29.70322253,0.0384754,0.11419638,0.17269362,Doji,United States,NASDAQ
GLG,"TD Holdings, Inc.",0.16,0.178,0.145,0.1728,11281681,1949474.4768,0.0109,6.73255096,1.05263158,-16.11650485,4.6638401,-65.44,-69.68421053,-84.7079646,-83.85046729,-84.7079646,-0.53986174,22.75862069,Distribution Services,Wholesale Distributors,31865608.26189006,0.34487,0.439032,0.54655489,0.81873395,36.86497672,0.07139063,-0.23320404,0.92294404,Bullish Engulfing,China,NASDAQ
VCNX,"Vaccinex, Inc.",0.169,0.2475,0.1476,0.156,844800,131788.8,-0.0182,-10.44776119,-15.17128874,-23.15270936,-25.71428571,-25.35885167,-59.00131406,-60.01025378,-80.25316456,-74.83870968,1.7574044,67.68292683,Health Technology,Biotechnology,10776663.58208955,0.20743,0.250498,0.3198515,0.42750115,25.00593257,0.02952331,0.16988551,0.24497449,Long Upper Shadow,United States,NASDAQ
REE,REE Automotive Ltd.,0.1732,0.1732,0.152,0.1589,686439,109075.1571,-0.0131,-7.61627907,5.93333333,-19.34010152,-0.6875,-13.64130435,-62.16666667,-47.03333333,-86.75833333,-60.18541719,2.6086068,13.94736842,Producer Manufacturing,Auto Parts: OEM,52443984.20930234,0.180215,0.257638,0.312787,0.3625675,35.81672626,0.0219631,0.13720029,0.22322971,,Israel,NASDAQ
TNON,"Tenon Medical, Inc.",0.1746,0.18,0.1655,0.1761,583723,102793.6203,-0.0039,-2.16666667,-7.31578947,-38.21052632,-26.28714943,-16.14285714,-35.09030593,-91.28217822,-91.06091371,-89.61061947,0.49104965,8.76132931,Health Services,Medical/Nursing Services,3982123.86333333,0.243515,0.26467802,0.65982401,1.28393701,34.25690038,0.03866161,0.14923074,0.33779926,,United States,NASDAQ
XWEL,"XWELL, Inc.",0.1746,0.1746,0.165,0.1707,89370,15255.459,0.0006,0.35273369,-5.16666667,-5.16666667,6.02484472,-14.65,-30.55329536,-52.58333333,-82.40206186,-51.22857143,0.9293937,5.81818182,Consumer Services,Other Consumer Services,14251344.59964727,0.186285,0.228648,0.235189,0.319058,36.44557875,0.02083931,0.15890908,0.21366092,,United States,NASDAQ
ZOM,Zomedica Corp.,0.175,0.177,0.168,0.177,2775762,491309.874,0.0035,2.01729107,10.07462687,-4.32432432,0.51107325,-7.32984293,-11.5,-18.2448037,-27.87286064,5.35714286,1.6360266,5.35714286,Health Technology,Pharmaceuticals: Major,173451100.0115274,0.181025,0.19734,0.199259,0.212417,43.82077484,0.00761314,0.16704231,0.19500769,"Hammer, Long Lower Shadow",United States,NYSE ARCA
SASI,"Sigma Additive Solutions, Inc.",0.1799,0.22,0.172,0.1933,438840,84827.772,0.0123,6.79558011,8.96279594,-15.18209741,1.68332457,-15.44181977,-43.14705882,-60.55102041,-80.2755102,-52.85365854,1.2824079,27.90697674,Technology Services,Packaged Software,2082365.36629834,0.21339545,0.2498042,0.30937558,0.41783636,43.37753372,0.03977238,0.16676128,0.26002962,,United States,NASDAQ
NXU,"Nxu, Inc.",0.18,0.1874,0.175,0.176,686539,120830.864,0.0047,2.74372446,4.6373365,-12,-0.17016449,-9.74358974,-68,-73.73134328,-99.41547659,-94.5,1.7855392,9.2,Producer Manufacturing,Electrical Products,11767649.73730298,0.19253,0.343944,0.440569,1.613969,30.65355033,0.02266566,0.16033888,0.22472112,,United States,NASDAQ
CMND,Clearmind Medicine Inc.,0.18,0.1839,0.1659,0.177,1069583,189316.191,0.0004,0.22650057,-1.39275766,-54.75460123,-55.63909774,-55.18987342,-66.0333909,-93.70106762,-97.37310775,-94.39873418,-0.3724142,10.84990958,Health Technology,Pharmaceuticals: Major,989059.0375,0.369585,0.40819026,0.48121399,1.737667,23.95452818,0.05196434,0.17320012,0.56596988,,Canada,NASDAQ
MI,NFT Limited,0.1803,0.218,0.1717,0.1988,896666,178257.2008,0.0146,7.92616721,,,-9.63636364,5.18518519,-44.77777778,-65.81843191,-84.58914729,-65.72413793,1.6819836,26.96563774,,,6956387.58306189,0.18842,0.212109,0.3405393,0.53209167,49.94887591,0.03187187,0.16371449,0.21312551,,Hong Kong,NYSE ARCA
FAZE,FaZe Holdings Inc.,0.1815,0.1973,0.1775,0.185,223990,41438.15,-0.0008,-0.43057051,2.49307479,-30.18867925,-11.9047619,-39.38401048,-60.34297964,-65.38173653,-98.67097701,-90.21164021,1.584987,11.15492958,Consumer Services,Movies/Entertainment,14120992.24973089,0.23386,0.318082,0.41249102,0.72212701,25.53319856,0.02969362,0.15692758,0.31079242,,United States,NASDAQ
UTRS,"Minerva Surgical, Inc.",0.1817,0.1999,0.1817,0.19,67310,12788.9,-0.0108,-5.37848606,-5,-6.8627451,-5,-13.59708959,-36.81410043,-12.44239631,-68.33333333,-15.59306975,1.8542966,10.51183269,Health Technology,Medical Specialties,33735866.33466135,0.206155,0.229704,0.23797841,0.25518096,36.40710071,0.01692852,0.18524591,0.22706409,,United States,NASDAQ
BRQS,"Borqs Technologies, Inc.",0.182,0.1909,0.18,0.1875,510733,95762.4375,0.0036,1.95758564,-0.26595745,24.13108242,10.29411765,17.1875,-8.58117991,-21.67919799,-79.07833073,-15.11996378,1.4918497,6.05555556,Technology Services,Information Technology Services,32884334.21696574,0.1646525,0.17451802,0.19269452,0.23236117,63.16228738,0.01267093,0.13641165,0.19289335,,Hong Kong,NASDAQ
AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two",0.1825,0.185,0.1767,0.1799,61062,10985.0538,-0.0051,-2.75675676,-5.06596306,-6.78756477,-5.31578947,-4.30851064,-21.13108286,-28.06877249,-57.56074546,-41.01639344,-0.3466589,4.69722694,Consumer Services,Other Consumer Services,4821796,0.1916159,0.20298464,0.21836493,0.27222948,38.03793834,0.01448378,0.18260628,0.20062552,,United States,NYSE ARCA
SIDU,"Sidus Space, Inc.",0.19,0.19,0.1655,0.1675,2408093,403355.5775,-0.0181,-9.75215517,-4.28571429,15.27873365,15.12027491,20.50359712,-21.72897196,-71.9665272,-92.78017241,-85.17699115,1.0773077,14.80362538,Electronic Technology,Telecommunications Equipment,12230021.52478448,0.1481,0.16081934,0.18710067,0.51365808,56.41480823,0.01717707,0.11760698,0.17859302,,United States,NASDAQ
DSS,"DSS, Inc.",0.195,0.198,0.1851,0.1958,51254,10035.5332,-0.0022,-1.11111111,7.93825799,0.41025641,-9.43570768,-12.15791835,-21.68,-6.76190476,-37.24358974,21.84194151,1.7023635,6.96920583,Commercial Services,Commercial Printing/Forms,27463740.64444445,0.20575,0.239865,0.23952651,0.2290195,40.13497193,0.02001451,0.18443217,0.22706783,Long Lower Shadow,United States,NYSE ARCA
GRTX,"Galera Therapeutics, Inc.",0.2,0.234,0.2,0.2051,32213463,6606981.2613,0.0144,7.55112743,8.74867444,-2.33333333,3.01356102,-10.82608696,-93.2310231,-89.745,-88.28,-86.50657895,2.5443945,21.65,Health Technology,Pharmaceuticals: Major,9009768.74462507,0.20521,1.242294,2.151647,2.1124755,19.04056572,0.05860009,0.18654904,0.22387096,Long Upper Shadow,United States,NASDAQ
LIDR,"AEye, Inc.",0.2,0.2075,0.196,0.2075,604656,125466.12,0.0075,3.75,-5.68181818,-20.19230769,-13.54166667,-18.7230709,9.21052632,-47.57453259,-84.39849624,-60.09615385,1.9397234,5.86734694,Electronic Technology,Semiconductors,38347821.85,0.25057,0.285688,0.238317,0.397611,37.24146222,0.03111586,0.2072383,0.2939017,,United States,NASDAQ
ICU,SeaStar Medical Holding Corporation,0.2025,0.2199,0.19,0.21,179794,37756.74,0.0028,1.35135135,-2.77777778,-19.9695122,16.66666667,-30.23255814,-62.83185841,-90.32258065,-97.95121951,-94.63286222,2.7221184,15.73684211,Health Technology,Medical Specialties,4083653.71621622,0.22975505,0.36931002,0.60658651,1.98848776,36.30563215,0.03961961,0.17265456,0.28685554,,United States,NASDAQ
UFAB,"Unique Fabricating, Inc.",0.2029,0.2776,0.2029,0.2343,4215514,987694.9302,0.0073,3.21585903,10,20.77319588,1.42857143,1.16580311,-2.375,12.05164993,-67.99180328,-58.16071429,3.529481,36.8161656,Producer Manufacturing,Auto Parts: OEM,2749075.96123348,0.21463,0.22606742,0.22613592,0.33326921,54.59840876,0.03424673,0.18541883,0.24384117,,United States,NYSE ARCA
JWEL,Jowell Global Ltd.,0.205,0.207899,0.18,0.1974,286440,56543.256,-0.0106,-5.09615385,-10.27272727,-6,-4.63722047,-9.44954128,-0.3030303,-24.85725162,-91.1875,-50.95652174,-0.32791403,15.55555556,Distribution Services,Medical Distributors,6736189.58653846,0.205425,0.2070416,0.22177992,0.31606727,44.77952974,0.01567068,0.19292158,0.21792842,,China,NASDAQ
UAVS,"AgEagle Aerial Systems, Inc.",0.2053,0.2138,0.2,0.2025,984705,199402.7625,0.0044,2.22110045,6.57894737,21.04004782,6.57894737,11.38613861,-23.35352006,-48.07692308,-63.83928571,-43.57759822,2.1484811,7.85,Electronic Technology,Aerospace & Defense,22172004.06360424,0.17989495,0.20746798,0.26512999,0.34500599,54.52937583,0.01726384,0.15091975,0.20887015,,United States,NYSE ARCA
VEDU,Visionary Education Technology Holdings Group Inc.,0.21,0.21,0.1856,0.191,419841,80189.631,-0.0117,-5.77207696,-8.17307692,-29.77941176,-2.20174091,-9.13415794,-63.26923077,-80.70707071,-82.90980673,-51.02564103,1.7529054,13.14655172,Consumer Services,Other Consumer Services,7496745.28860385,0.22487,0.29261996,0.41287099,0.58860704,38.21052821,0.03296994,0.169025,0.280715,,Canada,NASDAQ
MMAT,Meta Materials Inc.,0.21,0.212,0.2001,0.2031,3123630,634409.253,-0.007,-3.33174679,-3.78967314,-11.77237185,-5.44692737,-3.83522727,-3.28571429,-60.94230769,-74.33337546,-82.93277311,-0.20648703,5.94702649,Electronic Technology,Semiconductors,96931740.9038553,0.22214,0.223014,0.21847,0.526696,39.46583244,0.01471261,0.20258839,0.24169161,,Canada,NASDAQ
SLNH,"Soluna Holdings, Inc.",0.2114,0.215,0.1985,0.209,85389,17846.301,0.001,0.48076923,-16.4,-15.35034427,4.5,-16.4,7.17948718,-24.82014388,-89.17098446,-27.93103448,0.9198572,8.31234257,Electronic Technology,Electronic Equipment/Instruments,7460136.43269231,0.23565,0.26067798,0.22807399,0.2933035,43.8221951,0.0387278,0.1724969,0.2988031,,United States,NASDAQ
PBTS,"Powerbridge Technologies Co., Ltd.",0.2116,0.2178,0.21,0.2169,255303,55375.2207,-0.0011,-0.50458716,3.92908481,-18.45864662,-0.09212345,23.23863636,-84.39568345,-92.39707661,-99.47661035,-93.08163101,2.278417,3.80952381,Technology Services,Packaged Software,3391080.26697248,0.2265,0.260246,0.91588353,2.0009132,41.26641774,0.03276739,0.19104925,0.26195075,,China,NASDAQ
VQS,VIQ Solutions Inc.,0.2126,0.22,0.201,0.201,79632,16006.032,-0.019,-8.63636364,-2.09449586,-25.55555556,-17.95918367,-21.14554727,-37.20712277,-35.16129032,-71.35119726,-25.27881041,0.6487514,9.45273632,Technology Services,Packaged Software,8187023.66440678,0.2461975,0.28317502,0.2850385,0.3041355,33.21923714,0.02426851,0.20445826,0.28793674,,Canada,NASDAQ
NEXI,"NexImmune, Inc.",0.213,0.239,0.2,0.2225,57203,12727.6675,0.0001,0.04496403,-14.42307692,1.83066362,11.25,-14.42307692,-39.89946328,-46.34028699,-68.32289294,-11,2.9316058,19.5,Health Technology,Pharmaceuticals: Major,5802454.8448741,0.216245,0.2511345,0.28581475,0.33948095,48.40638313,0.02831328,0.18534112,0.24714888,,United States,NASDAQ
OTLK,"Outlook Therapeutics, Inc.",0.213,0.2285,0.21,0.2254,4530129,1021091.0766,0.0131,6.17051342,4.78847048,-1.14035088,2.45454545,-83.9,-87.12,-78.73584906,-81.968,-79.12962963,0.6976298,8.80952381,Health Technology,Pharmaceuticals: Major,58659229.90108337,0.53597,1.189688,1.340694,1.212334,21.72841371,0.08511839,-0.42067406,1.49261406,,United States,NASDAQ
OPGN,"OpGen, Inc.",0.2147,0.25,0.2147,0.25,661108,165277,0.0301,13.68804002,9.64912281,31.57894737,17.86892975,37.06140351,-57.62711864,-81.88405797,-96.96969697,-91.07142857,1.5599643,16.44154634,Commercial Services,Miscellaneous Commercial Services,2224880.62755798,0.19858995,0.39893796,0.55560598,1.18474399,46.95808935,0.03208556,0.15533058,0.24184932,"Bullish Engulfing, Marubozu White",United States,NASDAQ
AMTI,Applied Molecular Transport Inc.,0.2165,0.22,0.1943,0.1975,381504,75347.04,-0.0161,-7.53745318,-2.70935961,-9.44520862,0.30472321,-24.87637885,-28.54558611,-48.29842932,-83.94308943,-51.82926829,0.33600608,13.22696861,Health Technology,Biotechnology,7787262.2659176,0.230785,0.27589,0.279696,0.4246485,39.51701593,0.04150336,0.15916525,0.30240475,,United States,NASDAQ
