Ticker,Description,Open,High,Low,Price,Volume,Volume*Price,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,1-Year Beta,Volatility,Sector,Industry,Market Capitalization,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern,Country,Exchange
AAU,"Almaden Minerals, Ltd.",0.1307,0.1307,0.126,0.1261,71835,9058.3935,-0.004,-3.07455803,-3,5.08333333,1.69354839,0.07936508,-1.484375,-35.66326531,-42.68181818,-48.63543788,0.6975593,3.73015873,Non-Energy Minerals,Precious Metals,17303620.06848484,0.1245,0.13512202,0.12977401,0.17241581,47.1338578,0.00794674,0.11764598,0.13135402,,Canada,NYSE ARCA
MTNB,"Matinas Biopharma Holdings, Inc.",0.133,0.1445,0.133,0.1366,754339,103042.7074,-0.0005,-0.3646973,4.9961568,-24.11111111,-14.14204903,-17.71084337,-62.42090784,-66.27160494,-79.91176471,-74.22641509,1.510167,8.64661654,Health Technology,Pharmaceuticals: Major,29678333.73887673,0.166,0.248566,0.339252,0.43017691,32.16357087,0.02155355,0.12828295,0.20371705,Inverted Hammer,United States,NYSE ARCA
SISI,"Shineco, Inc.",0.135,0.146,0.129,0.1303,642977,83779.9031,-0.0077,-5.57971014,-5.92057762,-3.48148148,3.24881141,-35.81280788,-72.12834225,-79.31746032,-85.73774081,-94.5021097,-3.0548258,13.17829457,Process Industries,Agricultural Commodities/Milling,2769684.18188406,0.13834745,0.19312616,0.33472308,0.73441647,38.62547813,0.02304592,0.10608993,0.17060497,,China,NASDAQ
SXTC,"China SXT Pharmaceuticals, Inc.",0.1352,0.158,0.125,0.132,2432416,321078.912,-0.01,-7.04225352,0.22779043,16.81415929,16.1971831,-54.27779702,-40.78061911,-56.16074394,-87.05882353,-74.75616753,1.9228753,26.4,Health Technology,Pharmaceuticals: Major,1866262.47887324,0.12687,0.16300198,0.19423696,0.31704622,46.70609118,0.02722204,0.10551705,0.14822295,,China,NASDAQ
ZVSA,"ZyVersa Therapeutics, Inc.",0.1357,0.14,0.125,0.1324,2476064,327830.8736,-0.0031,-2.28782288,-11.1409396,-6.89170183,-29.08409213,-15.66878981,-49.07692308,-92.88172043,-98.67201605,-92.16568047,1.7070098,12,Health Technology,Pharmaceuticals: Major,4818590.02804428,0.140265,0.165442,0.27327835,1.54886318,43.6778167,0.02257328,0.10900235,0.17152765,,United States,NASDAQ
BTTR,Better Choice Company Inc.,0.1358,0.1368,0.1264,0.13,566382,73629.66,-0.005,-3.7037037,-3.56083086,-31.93717277,-7.14285714,-31.57894737,-58.13204509,-63.88888889,-91.44736842,-74.59448896,2.6254256,8.2278481,Retail Trade,Specialty Stores,4170549.25925926,0.160965,0.203434,0.25547452,0.41759851,32.36486316,0.02526063,0.10211324,0.21981676,,United States,NYSE ARCA
LIFW,"MSP Recovery, Inc.",0.137,0.2724,0.1346,0.1538,501752537,77169540.1906,0.0601,64.14087513,-18.19148936,116.61971831,251.14155251,40.456621,-65.82222222,-80.50697085,-89.01428571,-91.16091954,-0.07601149,132.76374443,Finance,Insurance Brokers/Services,528741627.094984,0.08295,0.145822,0.310639,0.708031,57.55467816,0.04173471,0.01702639,0.14887361,Long Upper Shadow,United States,NASDAQ
IFBD,"Infobird Co., Ltd",0.1401,0.1405,0.1302,0.139,1399571,194540.369,-0.0048,-3.3379694,-9.62288687,-46.53846154,-14.82843137,-51.22807018,-91.20253165,-95.20689655,-97.56140351,-95.36666667,1.6091417,10.44546851,Technology Services,Packaged Software,19087972.00973575,0.20017995,0.51196398,0.96384299,2.43305527,21.20993112,0.05659565,0.10959964,0.29076026,Long Lower Shadow,China,NASDAQ
AKU,Akumin Inc.,0.1402,0.15575,0.1395,0.151,970263,146509.713,-0.0037,-2.39172592,7.85714286,6.94050992,18.8976378,16.78267595,-46.07142857,-81.35802469,-92.29591837,-79.59459459,0.68405384,11.64874552,Health Services,Medical/Nursing Services,13740772.44651163,0.145425,0.16093,0.264031,0.5791295,50.25807606,0.02451891,0.12323204,0.16761796,,United States,NASDAQ
CPHI,"China Pharma Holdings, Inc.",0.141,0.1483,0.1355,0.1449,1046092,151578.7308,0.0009,0.625,-2.75167785,-9.4375,-2.42424242,-48.25,-61.01159965,-60.83783784,-92.20967742,-86.14722753,1.5067188,9.44649446,Health Technology,Pharmaceuticals: Major,1656612.51875,0.17179495,0.24497834,0.29865415,0.54969568,32.67356492,0.03174734,0.10413733,0.23945257,,China,NYSE ARCA
INPX,Inpixon,0.144,0.1568,0.1292,0.136,7286009,990897.224,-0.002,-1.44927536,-2.9957204,-16.66666667,-4.22535211,-21.65898618,-31.93193193,-60.75036075,-98.51851852,-92.18390805,2.205886,21.3622291,Technology Services,Information Technology Services,9797909.10144928,0.151945,0.171658,0.200968,0.6606265,38.56891488,0.01831423,0.1250106,0.1788794,,United States,NASDAQ
TCRT,"Alaunos Therapeutics, Inc.",0.1479,0.15,0.1312,0.1345,1762973,237119.8685,-0.0157,-10.45272969,6.66137986,-4.60992908,9.3495935,3.54118553,-71.97916667,-72.72911598,-94.44214876,-80.22058824,2.9548337,14.48170732,Health Technology,Biotechnology,32364338.30559255,0.133445,0.284724,0.406096,0.511746,36.47890922,0.02217842,0.1157915,0.1510985,,United States,NASDAQ
AGIL,"AgileThought, Inc.",0.15,0.1855,0.1452,0.1551,4262875,661171.9125,-0.0131,-7.78834721,9.61130742,-26.73594709,9.76645435,-71.17100372,-79.30620414,-95.24233129,-95.875,-96.29832936,0.6385733,27.75482094,Technology Services,Information Technology Services,8127916.83353151,0.184955,0.51606982,0.71778841,2.22116921,35.23729311,0.06396221,0.06467379,0.30523621,Long Upper Shadow,United States,NASDAQ
JG,Aurora Mobile Limited,0.1512,0.17,0.1512,0.1651,323973,53487.9423,0.0146,9.70099668,12.23657376,-8.22679266,10.06666667,-13.01369863,-24.95454545,-72.86770748,-81.4494382,-73.60089543,0.36007857,12.8968254,Technology Services,Data Processing Services,17999715,0.1676876,0.21035006,0.25777776,0.46983157,42.36962659,0.01617953,0.13789287,0.19748233,,China,NASDAQ
ARAV,"Aravive, Inc.",0.1513,0.154,0.1415,0.1505,2379919,358177.8095,-0.0062,-3.95660498,-5.9375,1.00671141,1.82679296,-32.93226381,-90.09868421,-93.34070796,-84.95,-88.42307692,0.7861014,10.74204947,Health Technology,Biotechnology,11071177.61965539,0.14314,0.605382,1.078291,1.4229705,29.06240006,0.03681287,0.11432241,0.17195759,,United States,NASDAQ
GLG,"TD Holdings, Inc.",0.152,0.1583,0.1421,0.1457,11735914,1709922.6698,-0.0271,-15.68287037,-14.79532164,-29.27184466,-19.94505495,-71.3358253,-71.98076923,-86.75454545,-86.25471698,-87.10619469,-0.53986174,21.60450387,Distribution Services,Wholesale Distributors,26868166.84780093,0.325645,0.430706,0.54021189,0.81326245,35.16683319,0.06848416,-0.25207075,0.90336075,,China,NASDAQ
AWIN,AERWINS Technologies Inc.,0.1528,0.1772,0.1395,0.144,6304163,907799.472,-0.006,-4,-25.31120332,-28,8.43373494,-40,-64.28571429,-83.25581395,-98.58823529,-98.62726406,1.1186569,27.02508961,Electronic Technology,Aerospace & Defense,9027102.72,0.17573,0.24873534,0.38565017,2.8298311,37.93995352,0.04058402,0.09786517,0.25359483,,United States,NASDAQ
VCNX,"Vaccinex, Inc.",0.1544,0.1698,0.152,0.159,109342,17385.378,0.003,1.92307692,-13.53996737,-21.67487685,-30.86956522,-29.33333333,-58.48563969,-59.23076923,-78.51351351,-74.35483871,1.7574044,11.71052632,Health Technology,Biotechnology,10983907.53846154,0.204385,0.246378,0.3180115,0.42529665,26.80257925,0.02868593,0.16183511,0.24693489,,United States,NASDAQ
SPRC,SciSparc Ltd.,0.1557,0.168,0.1479,0.1679,3196789,536740.8731,0.0208,14.14004079,6.26582278,4.9375,9.02597403,-5.6741573,-68.32075472,-67.71153846,-79.09611554,-78.74683544,0.98332846,14.13116971,Health Technology,Pharmaceuticals: Major,2165630.35690007,0.15405,0.30349516,0.45392758,0.60818744,38.9718014,0.02296603,0.14101873,0.16708127,,Israel,NASDAQ
REE,REE Automotive Ltd.,0.1574,0.1619,0.152,0.1531,852754,130556.6374,-0.0058,-3.6500944,2.06666667,-22.28426396,-5.49382716,-15.41436464,-61.60982949,-47.20689655,-85.95412844,-61.63868705,2.6086068,6.51315789,Producer Manufacturing,Auto Parts: OEM,50529725.22341096,0.17785,0.2528,0.311325,0.360519,34.34126054,0.02110145,0.13433621,0.22136379,,Israel,NASDAQ
EZGO,EZGO Technologies Ltd.,0.1579,0.1813,0.1527,0.1601,24391550,3905087.155,-0.0019,-1.17283951,-4.92874109,-93.49186992,-26.89497717,-93.596,-90.4702381,-86.76859504,-70.19731943,-75.36923077,2.1542356,18.72953504,Consumer Services,Movies/Entertainment,12179201.32037037,1.131525,1.73731,1.672004,1.40362974,21.04333384,0.1999469,-0.92567155,3.18872155,,China,NASDAQ
SIDU,"Sidus Space, Inc.",0.1675,0.1764,0.1675,0.1746,916368,159997.8528,0.0071,4.23880597,-0.22857143,20.1651755,22.0979021,12.57253385,-16.05769231,-71.37704918,-92.06363636,-84.54867257,1.0773077,5.31343284,Electronic Technology,Telecommunications Equipment,12748428.90268657,0.14853,0.16061736,0.18635467,0.50613108,59.38022724,0.01658585,0.11682113,0.18023887,,United States,NASDAQ
CISO,"CISO Global, Inc.",0.172,0.1735,0.1601,0.161,609407,98114.527,-0.0053,-3.18701143,-7.36478711,-6.39534884,-5.29411765,-8.52272727,-10.55555556,-51.21212121,-93.48178138,-93.53413655,0.61808664,8.36976889,Technology Services,Information Technology Services,28659029.12206855,0.16324,0.179074,0.194492,0.735674,46.3766548,0.01597548,0.14919217,0.17728783,,United States,NASDAQ
CMND,Clearmind Medicine Inc.,0.1733,0.176,0.1659,0.1671,648870,108426.177,-0.0099,-5.59322034,-6.90807799,-57.28527607,-58.5770947,-61.18466899,-66.64670659,-93.316,-97.52003562,-94.71202532,-0.3724142,6.69077758,Health Technology,Pharmaceuticals: Major,2445858.68347826,0.35649,0.40231226,0.47698399,1.7205005,23.30364875,0.04904546,0.14347565,0.56950435,,Canada,NASDAQ
ZOM,Zomedica Corp.,0.1753,0.1753,0.1698,0.1702,2759525,469671.155,-0.0068,-3.84180791,5.84577114,-8,-3.5694051,-9.22666667,-18.836433,-20.24367385,-26.22453403,1.30952381,1.6360266,4.24028269,Health Technology,Pharmaceuticals: Major,166787440.95932204,0.18052,0.19615,0.198936,0.212252,39.25314234,0.00758363,0.16576106,0.19527894,,United States,NYSE ARCA
AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two",0.1753,0.18,0.175,0.177,16993,3007.761,-0.0029,-1.61200667,-6.59630607,-8.29015544,-6.64556962,-5.85106383,-21.33333333,-33.90589993,-56.82926829,-41.96721311,-0.3466589,2.85714286,Consumer Services,Other Consumer Services,4688871,0.19096885,0.20212464,0.21745893,0.27143898,36.31420719,0.01380636,0.17993878,0.20199892,,United States,NYSE ARCA
XWEL,"XWELL, Inc.",0.176,0.1827,0.1655,0.1672,66312,11087.3664,-0.0035,-2.05038079,-7.11111111,-7.11111111,-13.59173127,-24.1723356,-41.39502278,-54.19178082,-82.76999176,-52.22857143,0.9293937,10.39274924,Consumer Services,Other Consumer Services,13959137.18101933,0.184235,0.227388,0.234411,0.3177935,35.12203079,0.02057936,0.15759996,0.21087004,,United States,NASDAQ
TNON,"Tenon Medical, Inc.",0.18,0.1843,0.1569,0.16,465993,74558.88,-0.0161,-9.14253265,-15.78947368,-43.85964912,-20,-34.69387755,-48.22006472,-92.1182266,-91.57894737,-90.56047198,0.49104965,17.46335245,Health Services,Medical/Nursing Services,3618057.01306076,0.23809,0.26191602,0.64322401,1.27538701,31.81807977,0.03785721,0.13788072,0.33829928,,United States,NASDAQ
DSS,"DSS, Inc.",0.1865,0.1963,0.185,0.185,50201,9287.185,-0.0108,-5.51583248,1.9845645,-5.12820513,-14.54965358,-19.56521739,-14.35185185,-8.73211643,-40.39948454,15.12134412,1.7023635,6.10810811,Commercial Services,Commercial Printing/Forms,25948887.05311542,0.20402,0.237343,0.23931651,0.228859,36.06848066,0.01939205,0.18187894,0.22616106,"Inverted Hammer, Long Upper Shadow",United States,NYSE ARCA
BRQS,"Borqs Technologies, Inc.",0.1875,0.19,0.1847,0.1886,159753,30129.4158,0.0011,0.58666667,0.31914894,24.85931811,6.85552408,20.12738854,-7.13934023,-19.57356077,-77.8898007,-14.62200091,1.4918497,2.86951814,Technology Services,Information Technology Services,33077256.432,0.1659575,0.17481202,0.19246352,0.23089817,63.8236577,0.01214443,0.13588254,0.19603246,,Hong Kong,NASDAQ
NXU,"Nxu, Inc.",0.19,0.19,0.177,0.1795,324863,58312.9085,0.0035,1.98863636,6.71819263,-10.25,3.9976825,-7.94871795,-65.14563107,-73.16890882,-99.40385254,-94.390625,1.7855392,7.90960452,Producer Manufacturing,Electrical Products,12001716.76136364,0.190035,0.33574,0.437234,1.5695165,32.4167695,0.02204668,0.16222412,0.21784588,,United States,NASDAQ
UTRS,"Minerva Surgical, Inc.",0.19,0.1995,0.17,0.195,90122,17573.79,0.005,2.63157895,-2.5,-4.41176471,-2.5,-8.45070423,-30.35714286,-7.14285714,-77.84090909,-13.37183474,1.8542966,17.35294118,Health Technology,Medical Specialties,34623651.94736842,0.20525,0.228584,0.23737741,0.25529746,40.19486111,0.01782648,0.18405675,0.22644325,,United States,NASDAQ
VEDU,Visionary Education Technology Holdings Group Inc.,0.1926,0.204899,0.1815,0.1857,98840,18354.588,-0.0053,-2.77486911,-10.72115385,-31.72794118,2.42691671,-27.31898239,-55.73301549,-81.79411765,-82.8531856,-52.38461538,1.7529054,12.89201102,Consumer Services,Other Consumer Services,7288725,0.22225,0.28869396,0.40931599,0.58627054,37.2522636,0.0322863,0.16425812,0.28024188,,Canada,NASDAQ
SASI,"Sigma Additive Solutions, Inc.",0.1926,0.198799,0.185,0.1876,198751,37285.6876,-0.0057,-2.94878427,5.74971815,-17.68319438,-6.2,-16.43652561,-49.2972973,-60.08510638,-80.52729915,-54.24390244,1.2824079,7.45891892,Technology Services,Packaged Software,2020960.54837041,0.21177545,0.2461582,0.30704158,0.41587936,42.14733004,0.03791714,0.16393609,0.25961481,,United States,NASDAQ
MI,NFT Limited,0.1977,0.2048,0.186,0.1902,253381,48193.0662,-0.0086,-4.32595573,-4.7571357,1.98391421,-4.9,2.25806452,-49.48207171,-68.3,-84.66129032,-67.20689655,1.6819836,10.10752688,,,6655456.777666,0.189225,0.210113,0.3371013,0.52932417,47.35968712,0.03093816,0.16540502,0.21304498,,Hong Kong,NYSE ARCA
JWEL,Jowell Global Ltd.,0.2,0.204,0.195,0.2,44893,8978.6,0.0026,1.31712259,-9.09090909,-4.76190476,1.83299389,0,4.16666667,-28.77492877,-90.35586845,-50.31055901,-0.32791403,4.61538462,Distribution Services,Medical Distributors,6824912.86727457,0.20525,0.20674562,0.22066992,0.31490227,46.38304204,0.0151942,0.19254732,0.21795268,Doji,China,NASDAQ
VQS,VIQ Solutions Inc.,0.201,0.225,0.2,0.218,8956,1952.408,0.017,8.45771144,6.18606917,-19.25925926,-13.49206349,-19.25925926,-27.33333333,-33.93939394,-68.85714286,-18.95910781,0.6487514,12.5,Technology Services,Packaged Software,8879459.21428572,0.2444725,0.28015502,0.2843175,0.3039855,40.09413611,0.02432076,0.20109811,0.28784689,,Canada,NASDAQ
PBTS,"Powerbridge Technologies Co., Ltd.",0.2061,0.215,0.1962,0.2095,301884,63244.698,-0.0074,-3.41171047,0.38332535,-21.2406015,-3.63385465,13.24324324,-85.74829932,-92.24849225,-99.49077686,-93.31766573,2.278417,10.55045872,Technology Services,Packaged Software,3275387.13462425,0.22603,0.255156,0.90176233,1.9809397,39.74856017,0.03190543,0.18994509,0.26211491,,China,NASDAQ
LIDR,"AEye, Inc.",0.2072,0.22,0.2051,0.2114,665367,140658.5838,0.0039,1.87951807,-3.90909091,-18.69230769,-11.17647059,-31.80645161,17.96875,-41.27777778,-83.98484848,-59.34615385,1.9397234,7.2647489,Electronic Technology,Semiconductors,39068574.20722892,0.247015,0.286016,0.238348,0.394112,38.45109419,0.02995758,0.20308281,0.29094719,,United States,NASDAQ
GRTX,"Galera Therapeutics, Inc.",0.2083,0.2115,0.186,0.1901,7928244,1507159.1844,-0.015,-7.31350561,0.79533404,-9.47619048,-2.01030928,-18.16616444,-93.62080537,-91.15813953,-88.47878788,-87.49342105,2.5443945,13.70967742,Health Technology,Pharmaceuticals: Major,8350839.03900536,0.20396,1.188696,2.126748,2.104926,18.46106185,0.0562358,0.18477455,0.22314545,,United States,NASDAQ
SLNH,"Soluna Holdings, Inc.",0.2085,0.21,0.199,0.206,109393,22534.958,-0.003,-1.4354067,-17.6,-16.5654111,-5.20018408,-26.42857143,5.64102564,-42.77777778,-88.29545455,-28.96551724,0.9198572,5.52763819,Electronic Technology,Electronic Equipment/Instruments,7353052.70813397,0.232405,0.26029598,0.22838499,0.290408,43.2495878,0.03674725,0.1701675,0.2946425,,United States,NASDAQ
AMTI,Applied Molecular Transport Inc.,0.21,0.21,0.1912,0.208,264221,54957.968,0.0105,5.3164557,2.46305419,-4.63090326,-0.71599045,-25.97864769,-21.21212121,-45.43546695,-83.75,-49.26829268,0.33600608,9.83263598,Health Technology,Biotechnology,8201269.38734177,0.227015,0.27323,0.278816,0.4206885,42.75031648,0.0398817,0.15902455,0.29500545,"Hammer, Long Lower Shadow",United States,NASDAQ
UAVS,"AgEagle Aerial Systems, Inc.",0.21,0.22,0.205808,0.2119,2307453,488949.2907,0.0094,4.64197531,11.52631579,26.65869695,0.9047619,32.4375,-15.24,-46.50340823,-60.79555967,-40.95848426,2.1484811,8.50307082,Electronic Technology,Aerospace & Defense,23201222.95111111,0.18198995,0.20699598,0.26324899,0.34394599,58.23072433,0.01728071,0.15025214,0.21372776,,United States,NYSE ARCA
WORX,SCWorx Corp.,0.214,0.237399,0.212,0.2324,1031175,239645.07,0.0074,3.28888889,22.8979376,28.39779006,16.37456184,-7.41035857,-37.17220871,-27.75878147,-65.82352941,-41.51987921,2.481326,11.98066038,Technology Services,Packaged Software,3880328.05688889,0.2031,0.243262,0.28060028,0.34670313,52.89813399,0.04116433,0.16019494,0.24600506,Bullish Engulfing,United States,NASDAQ
MMAT,Meta Materials Inc.,0.2163,0.22,0.2001,0.2023,3520685,712234.5755,-0.0008,-0.39389463,-4.16864045,-12.11989574,-8.04545455,-8.04545455,-1.12414467,-56.30669546,-75.21440823,-83,-0.20648703,9.94502749,Electronic Technology,Semiconductors,96549933.07040866,0.221655,0.223332,0.218603,0.5185575,39.11017991,0.01508314,0.20069108,0.24261892,,Canada,NASDAQ
NUTX,Nutex Health Inc.,0.2167,0.223,0.205,0.21,1550869,325682.49,-0.003,-1.4084507,-6.12427358,-24.1603467,-7.69230769,-31.14754098,-58.82352941,-79,-88.64864865,-89.0625,1.9191368,8.7804878,Health Services,Medical/Nursing Services,138998556.3380282,0.260085,0.3285,0.401036,0.8888755,33.96426701,0.0289859,0.19352942,0.32664058,,United States,NASDAQ
TMPO,"Tempo Automation Holdings, Inc.",0.2197,0.227,0.2055,0.209,83850,17524.65,-0.018,-7.92951542,-2.3364486,-13.63636364,-8.73362445,-25.35714286,-50.23809524,-76.51685393,-97.95499022,-74.51219512,1.1980143,10.4622871,Electronic Technology,Electronic Components,6428498.4185022,0.23322,0.271582,0.30435298,0.77697648,36.96912814,0.02475527,0.19991393,0.26652607,,United States,NASDAQ
ICU,SeaStar Medical Holding Corporation,0.2197,0.2198,0.1958,0.208,228583,47545.264,-0.002,-0.95238095,-3.7037037,-20.73170732,4.20841683,-32.8815747,-60.75471698,-89.7029703,-97.97073171,-94.68397782,2.7221184,12.25740552,Health Technology,Medical Specialties,4044762.05714286,0.22637005,0.36247002,0.58701251,1.96822775,35.97268562,0.03850392,0.17263829,0.28010181,,United States,NASDAQ
NVOS,"Novo Integrated Sciences, Inc.",0.22,0.3099,0.211,0.2676,38279738,10243657.8888,0.0177,7.08283313,-33.1,91.14285714,-31.71727482,110.70866142,87.78947368,133.5078534,-73.76470588,-4.42857143,-0.13402532,46.87203791,Health Services,Medical/Nursing Services,42171898.90036015,0.26745,0.178016,0.161024,0.15405875,51.32598572,0.07723474,0.07188378,0.46301622,,United States,NASDAQ
PRSO,Peraso Inc.,0.22,0.23,0.21,0.2191,95695,20966.7745,-0.0039,-1.74887892,-2.62222222,-26.84474124,-21.75,-27.47434624,-60.48692516,-64.08196721,-88.28342246,-69.14084507,1.0756643,9.52380952,Electronic Technology,Semiconductors,4916387.84753363,0.275075,0.338479,0.4207625,0.592393,24.87438055,0.03789616,0.20610414,0.34404586,Doji,United States,NASDAQ
